feature,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ЧИСЛЕННОСТЬ РАБОТНИКОВ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ 2.17.2. В представительных органов,...,...,...,...,...,-,960,1301,1244,1228,1243,,1187.0,1097.0,1042,1113.0,1175.0,1179.0,1205.0,
ЧИСЛЕННОСТЬ РАБОТНИКОВ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ 2.17.3. В местных администрациях (исполнительно-распорядительных органах муниципальных образований),4532,4906,4798,4734,4739,3232,8648,8312,7999,7663,7396.0,,7279.0,6814.0,6021,6154.0,8781.0,8863.0,8958.0,
6.1. ЧИСЛЕННОСТЬ ЗРИТЕЛЕЙ ТЕАТРОВ И ЧИСЛО ПОСЕЩЕНИЙ МУЗЕЕВ на 1000 человек населения  6.1.1. Численность зрителей театров (человек),207,232,206,190.25869142916775,177.47669093489802,183,190.4127549966736,202.15450862191238,210.25677479316485,215.16319695834233,219,223.59015813352016,245,272,273,289,293,305,318.8025220867373,
6.1. ЧИСЛЕННОСТЬ ЗРИТЕЛЕЙ ТЕАТРОВ И ЧИСЛО ПОСЕЩЕНИЙ МУЗЕЕВ на 1000 человек населения  6.1.2. Число посещений музеев (человек),219,179.0,199.0,180.0,219.0,245.0,334.71075148982567,401.52012965936797,431.60063573033665,401.4297992692231,455.0,584.3222881130187,628.0,779.0,920,1151.0,1507.0,1518.0,1370.373488113301,
ЧИСЛО СПОРТИВНЫХ СООРУЖЕНИЙ 6.2.1. Стадионы с трибунами на 1500 мест и более,34,34,34,34,35,35,36,41,41,42,40,42,44,45,45,44,43,46,46,
ЧИСЛО СПОРТИВНЫХ СООРУЖЕНИЙ 6.2.2. Плоскостные спортивные сооружения (площадки и поля),3512,3634,3694.0,3856.0,3945.0,4246.0,4346.0,4404.0,4489,4553,4661,4693,4789,4802.0,5053.0,5172.0,5583.0,3861.0,3809.0,
ЧИСЛО СПОРТИВНЫХ СООРУЖЕНИЙ 6.2.3 . Спортивные залы,1679,1707,1734.0,1770.0,1820.0,1842.0,1854.0,1893.0,1908,1936,1935,1953,1966,1979.0,1977.0,1993.0,1975.0,1979.0,1994.0,
ЧИСЛО СПОРТИВНЫХ СООРУЖЕНИЙ 6.2.4. Плавательные бассейны,68,71,74,93,99,100,101,109,118,123,143,150,156,166.0,167.0,184.0,198.0,205.0,234.0,
6.3. ОБЩЕДОСТУПНЫЕ БИБЛИОТЕКИ 6.3.1.  Библиотечный фонд на 1000 человек населения  (на конец года; экземпляров),6953,6984.0,6954.0,6877.0,6858.0,6810.0,6800.159230167846,6755.033081323083,6639.705145797326,6532.679184179083,6318.0,6262.476043131172,6238.0,6192.0,6176.0,6074.0,6006.0,6002.0,5985.9129929811215,
6.3. ОБЩЕДОСТУПНЫЕ БИБЛИОТЕКИ 6.3.2. Численность пользователей (тысяч человек),1757,1767.0,1767.0,1761.0,1753.0,1738.0,1728.0,1710.0,1669.0,1595.4,1558.0,1538.5,1519.0,1492.0,1484.0,1460.0,1453.0,1453.0,1453.904,
6.4. ВЫПУСК ГАЗЕТ на 1000 человек населения (разовый тираж; экземпляров),507,378,477,1131,994,1634,988.0,1013.0,1118.0,1224.0,1421.0,1663.0,1547.0,1980.0,1867,1574.0,1196.0,1054.0,1024.8800448407476,
6.5. ДЕТСКИЙ ОТДЫХ 6.5.1. Число организаций отдыха и оздоровления детей ;2),1989,2038,2032,2078,2082,2095,1987,1942,1873,1785,1531,1560,1321,1327,1370,1378,1321.0,1860.0,1740.0,
"6.5. ДЕТСКИЙ ОТДЫХ 6.5.2. Численность детей, отдохнувших в них за лето;2) (тысяч человек)",179.67,181.7,191.832,189.725,187.198,190.99,174.772,163.535,161.836,154.754,158.6,155.169,161,158.2,164.6,164.4,161.9,150.0,151.804,
6.6. КОЛЛЕКТИВНЫЕ СРЕДСТВА РАЗМЕЩЕНИЯ 6.6.1. Число коллективных средств размещения,306,300,262,255,257,242,248.0,253.0,208.0,295.0,311.0,295.0,316.0,335.0,350.0,385.0,392.0,547.0,612.0,
6.6. КОЛЛЕКТИВНЫЕ СРЕДСТВА РАЗМЕЩЕНИЯ 6.6.2. Численность размещенных лиц (тысяч человек),546.499,581.452,575.353,567.8,578.108,638.224,732.406,896.664,741.492,989.108,1113.505,1238.813,1430.463,1569.917,1641.169,1782.455,1861.237,2096.003,2258.117,
6.7. ТУРИСТСКИЕ ФИРМЫ 6.7.1. Число туристских фирм,,,85,,104,172,191,256,279,256,296.0,345,389.0,408.0,399.0,598.0,470.0,465.0,472.0,
"6.7. ТУРИСТСКИЕ ФИРМЫ 6.7.2. Число турпакетов, реализованных населению (тысяч)",,,33.757,,35.696,62.332,58.294,106.098,102.976,106.579,126.456,130.213,125.615,138.518,162.29,193.656,161.075,153.498,154.525,
"6.8. ЧИСЛЕННОСТЬ РОССИЙСКИХ ТУРИСТОВ, ОБСЛУЖЕННЫХ ТУРИСТСКИМИ ФИРМАМИ 6.8.1. Численность российских туристов, отправленных туристскими фирмами, в туры по России (тысяч человек)",,,22.525,,45.175,89.943,66.309,109.772,63.403,49.474,60.621,62.376,60.928,67.628,95.365,178.158,110.037,120.5,120.175,
"6.8. ЧИСЛЕННОСТЬ РОССИЙСКИХ ТУРИСТОВ, ОБСЛУЖЕННЫХ ТУРИСТСКИМИ ФИРМАМИ 6.8.2.  Численность российских туристов, отправленных туристскими фирмами, в зарубежные туры  (тысяч человек)",,,6.69,,18.465,25.888,33.497,93.878,147.457,151.077,181.867,194.079,180.841,191.304,200.491,177.226,121.565,134.479,142.843,
3.1. РЕАЛЬНЫЕ ДЕНЕЖНЫЕ ДОХОДЫ 3.1.1. Реальные  доходы населения;2),117.2,112.2,112.6,113.3,112.7,123.4,117.6,114.6,118.5,102.4,109,101.8,114.2,102.5,102.3,97.6,96.2,96.6,101.7,
3.1. РЕАЛЬНЫЕ ДЕНЕЖНЫЕ ДОХОДЫ 3.1.2. Реальная начисленная заработная плата работников организаций,125.1,120.3,109.1,104.7,108.4,116.1,116.1,120.1,115.1,92.8,107.1,106.7,111.1,104.9,101.3,91.3,98.3,103.98832684824903,106.16624146446037,
3.1. РЕАЛЬНЫЕ ДЕНЕЖНЫЕ ДОХОДЫ 3.1.3. Реальный размер назначенных пенсий;2),93.9,129.4,117.0,110.7,106.5,103.0,116.2,104.1,116.3,111.6,126.3,112.8,105.6,103.6,103.3,99.1,103,99.3,140.8,105.5
ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ 3.2. СРЕДНЕДУШЕВЫЕ ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ;2) (в месяц; рублей),1813,2472,3249,4273,5355,7383,9365,11567,14164,15892,18424.0,20223.0,24004.0,27006.0,29537,32404.0,32763.0,32436.0,33725.0,
ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ 3.3. СРЕДНЕМЕСЯЧНАЯ НОМИНАЛЬНАЯ НАЧИСЛЕННАЯ ЗАРАБОТНАЯ ПЛАТА РАБОТНИКОВ ОРГАНИЗАЦИЙ (рублей),2010.2,2936.1,3735.6,4530.0,5452.8,7068.0,8849.9,11468.6,14904.0,15206.9,17350.0,20009.0,23234.0,26035.0,28294,29147.0,30224.0,32324.3,35172.0,
3.4. СРЕДНЕМЕСЯЧНАЯ НАЧИСЛЕННАЯ ЗАРАБОТНАЯ ПЛАТА РАБОТНИКОВ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ;2) 3.4.1. Всего,,1747.3,2452.3,2612,3011.6,3573,9813,13064.2,16141,16298,17973.0,,23046.0,28571.0,31654,31538.0,28448.0,30425.0,35242.0,
3.4. СРЕДНЕМЕСЯЧНАЯ НАЧИСЛЕННАЯ ЗАРАБОТНАЯ ПЛАТА РАБОТНИКОВ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ;2) 3.4.2. В представительных органах муниципальных образований,,…,…,…,…,-,12118.2,14320.7,18050,19171,20010,,26543.0,34704.0,39893,38947.0,42281.0,43688.0,47068.0,
3.4. СРЕДНЕМЕСЯЧНАЯ НАЧИСЛЕННАЯ ЗАРАБОТНАЯ ПЛАТА РАБОТНИКОВ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ;2) 3.4.3.  В местных администрациях (исполнительно-распорядительных органах муниципальных образований),,1747.3,2452.3,2612,3011.6,3573,9519.9,12803.5,15732,15744,17515.0,,22364.0,27342.0,30372,30337.0,26320.0,28368.0,33209.0,
ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ 3.5. МЕДИАННАЯ ЗАРАБОТНАЯ ПЛАТА РАБОТНИКОВ ОРГАНИЗАЦИЙ (по данным выборочного обследования; рублей),,,,,,4374,,7091,,10733,,13520.0,,18945.0,,22517.0,,26092.0,,31341.0
ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ 3.6. СРЕДНИЙ РАЗМЕР НАЗНАЧЕННЫХ ПЕНСИЙ (на 1 января; рублей),483.0,776.0,1066.0,1373.0,1643.0,1909.0,2413.0,2698.0,3502.0,4316.0,5859.0,7231.0,7886.0,8734.0,9586.0,10415,11594.0,11963,16963,12873.0
3.7. ЧИСЛЕННОСТЬ ПЕНСИОНЕРОВ 3.7.1. Всего,959.0,959.0,964.0,966.0,965.0,969.0,978.0,985.0,992.0,997.0,1017.0,1030.0,1044.0,1060.0,1075.0,1090,1110.0,1124.0,1138.0,1152.0
ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ 3.7. ЧИСЛЕННОСТЬ ПЕНСИОНЕРОВ 3.7.2. на 1000 человек населения,253.1,253.3,254.9,255.7,255.6,257.2,260.1,261.8,263.2,264.3,268.9,271.9,274.5,277.2,280.1,282.7,287.0,289.4,292.3,295.4
"ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ 3.8. ЧИСЛЕННОСТЬ ЗАНЯТЫХ, ПРИХОДЯЩИХСЯ НА ОДНОГО ПЕНСИОНЕРА (в среднем за год; человек)",1.77,1.77,1.78,1.81,1.81,1.82,1.83,1.83,1.82,1.79,1.77,1.75,1.73,1.7,1.67,1.77,1.75,1.72,1.7,
ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ 3.9. СТРУКТУРА ДЕНЕЖНЫХ ДОХОДОВ НАСЕЛЕНИЯ;2) (в процентах от общего объема денежных доходов),16.8,46,12.6,6.2,18.4,14,48.6,13.6,4,19.8,12.2,47.5,14.3,3.4,22.6,13.5,39.8,14.2,3.7,
ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ 3.10. СТРУКТУРА СОЦИАЛЬНЫХ ВЫПЛАТ;2);3) (в процентах),77.4,14.1,1.1,6.4,1,78.1,11.6,1,8.3,1,76.2,13.1,0.6,10,0.1,70.6,10.7,0.6,18,
"ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ 3.11. ВЕЛИЧИНА ПРОЖИТОЧНОГО МИНИМУМА, УСТАНОВЛЕННАЯ В ЦЕЛОМ ПО РОССИЙСКОЙ ФЕДЕРАЦИИ И В СУБЪЕКТАХ РОССИЙСКОЙ ФЕДЕРАЦИИ2)   ( за  IV квартал; в среднем на душу населения; рублей в месяц)",,...,1599,1764,2012.0,2460.0,2695.0,3172.0,3846.0,4101.0,4733.0,5001.0,5622.0,6278.0,6988.0,7775.0,8108.0,8334.0,8709.0,
ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ 3.12. ВЕЛИЧИНА ПРОЖИТОЧНОГО МИНИМУМА ПЕНСИОНЕРА В ЦЕЛЯХ УСТАНОВЛЕНИЯ СОЦИАЛЬНОЙ ДОПЛАТЫ К ПЕНСИИ (рублей в месяц),,,,,,,,,,,3696.0,3992.0,4302.0,4870.0,5912,6310.0,7526.0,8232.0,8232.0,
ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ 3.13. ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ С ДЕНЕЖНЫМИ ДОХОДАМИ НИЖЕ ВЕЛИЧИНЫ ПРОЖИТОЧНОГО МИНИМУМА;2) (в процентах от общей численности населения  субъекта),33.2,27.3,23.6,19.2,15.8,12.8,9.9,8.7,8.6,8.3,7.7,8.1,6.5,6.8,7,7.1,7.5,7.2,7.0,
ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ 3.14. ПОТРЕБИТЕЛЬСКИЕ РАСХОДЫ В СРЕДНЕМ НА ДУШУ НАСЕЛЕНИЯ;2) (в месяц; рублей),1238.0,1709.0,2187.0,2867.0,3672.0,5022.0,6550.0,8536.0,11234.0,12099.0,13955.0,16322.0,19217.0,23493.0,24550,24847.0,25132.0,26960.0,28792.0,
ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ 3.15. СТРУКТУРА ИСПОЛЬЗОВАНИЯ ДЕНЕЖНЫХ ДОХОДОВ НАСЕЛЕНИЯ ;2) (в процентах от общего объема денежных доходов),68.2,7.2,0.5,24.1,14.5,69.2,8,0.8,22,12.6,67.3,9,1,22.7,10.4,67.1,8.4,1.8,22.7,
ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ 3.16. СТРУКТУРА ПОТРЕБИТЕЛЬСКИХ РАСХОДОВ ДОМАШНИХ ХОЗЯЙСТВ (по итогам выборочного обследования бюджетов домашних хозяйств; в процентах),52.6,3.5,35.6,8.3,52.4,3.2,32.8,11.6,42.2,2.3,43.5,11.9,41.3,4,40.4,14.3,38.4,1.9,44.6,
ДЕНЕЖНЫЕ ДОХОДЫ НАСЕЛЕНИЯ 3.17. ЧИСЛО СОБСТВЕННЫХ ЛЕГКОВЫХ АВТОМОБИЛЕЙ на 1000 человек населения (на конец года; штук),107.9,110.1,116.4,121.5,125.7,134.3,150.1,169.5,186.3,190.0,197.4,212.2,230.2,250.1,263.5,266.0,272.0,293.1,314.4783241694258,
ПОТРЕБЛЕНИЕ ПРОДУКТОВ ПИТАНИЯ 3.18. ПОТРЕБЛЕНИЕ МЯСА И МЯСОПРОДУКТОВ (включая субпродукты II категории и жир-сырец) на душу населения;2) (в год; килограммов),49,50,52,55,57,59,62,66.0,70.0,71.0,73.0,74.0,78.0,80.0,80.0,79.0,81.0,81.0,81.0,
ПОТРЕБЛЕНИЕ ПРОДУКТОВ ПИТАНИЯ 3.19. ПОТРЕБЛЕНИЕ  МОЛОКА И МОЛОЧНЫХ ПРОДУКТОВ на душу населения;2) (в год; килограммов),297,298,318,331,334,334,340,345.0,354.0,362.0,368.0,367.0,367.0,364.0,363.0,362.0,362.0,362.0,359.0,
ПОТРЕБЛЕНИЕ ПРОДУКТОВ ПИТАНИЯ 3.20. ПОТРЕБЛЕНИЕ ЯИЦ на душу населения;2) (в год; штук),292,277,269,280,282,283,282,281.0,281.0,284.0,289.0,288.0,293.0,280.0,280.0,286.0,289.0,299.0,304.0,
ПОТРЕБЛЕНИЕ ПРОДУКТОВ ПИТАНИЯ 3.21. ПОТРЕБЛЕНИЕ САХАРА на душу населения (в год; килограммов),43,43,44,45,45,45,45,44.0,45.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,
ПОТРЕБЛЕНИЕ ПРОДУКТОВ ПИТАНИЯ 3.22. ПОТРЕБЛЕНИЕ РАСТИТЕЛЬНОГО МАСЛА на душу населения  (в год; килограммов),11.5,10.6,11,12.6,12.9,13.9,14.1,14.2,15.2,15.4,15.9,16.4,16.9,17.0,17.0,17.0,17.0,17.4,17.4,
ПОТРЕБЛЕНИЕ ПРОДУКТОВ ПИТАНИЯ 3.23. ПОТРЕБЛЕНИЕ ХЛЕБНЫХ ПРОДУКТОВ на душу населения  (в год; килограммов),125,121,122,127,128,129,123,123.0,123.0,123.0,123.0,122.0,123.0,123.0,122.0,121.0,121.0,121.0,121.0,
3.24. ЖИЛИЩНЫЙ ФОНД 3.24.1.  Всего,70,72,73,75,55.0,77,78.0,81.0,83.0,84.0,86.0,89.0,91.0,93,95,97.0,100.0,102.0,104.0,
3.24. ЖИЛИЩНЫЙ ФОНД 3.24.2. Городской жилищный фонд,50.4465,51.6065,52.594699999999996,53.625099999999996,55.080400000000004,56,57.092699999999994,58.3579,59.907199999999996,60.8617,63.0,64.0,66.0,68,69,71.0,72.0,74.0,75.2949,
3.24. ЖИЛИЩНЫЙ ФОНД 3.24.3. Сельский жилищный фонд,19.9342,20.2299,20.4772,20.753700000000002,20.7452,21,21.3195,21.9692,22.4745,22.8432,24,24,25,25,26,27,27,28,28.7943,
"ЖИЛИЩНЫЕ УСЛОВИЯ НАСЕЛЕНИЯ 3.25. ОБЩАЯ ПЛОЩАДЬ ЖИЛЫХ ПОМЕЩЕНИЙ, ПРИХОДЯЩАЯСЯ В СРЕДНЕМ НА ОДНОГО ЖИТЕЛЯ (на конец года; квадратных метров)",18.6,19,19.3,19.7,20.1,20.5,20.8,21.3,21.8,22.1,22.8,23.3,23.7,24.2,24.7,25.2,25.7,26.2,26.699122762017133,
ЖИЛИЩНЫЕ УСЛОВИЯ НАСЕЛЕНИЯ 3.26. УДЕЛЬНЫЙ ВЕС АВАРИЙНОГО ЖИЛИЩНОГО ФОНДА В ОБЩЕЙ ПЛОЩАДИ ВСЕГО ЖИЛИЩНОГО ФОНДА (в процентах),0,0,0,0,0,0,0.0015303740999487324,0.023279814657817845,0.02087842324205497,0.3936448164922245,0.4,0.42131118276702817,0.5571672571338471,0.5,0.4,0.3,0.2,0.2,0.24732633164631876,
"3.27. ПРЕДОСТАВЛЕНИЕ ГРАЖДАНАМ ЖИЛЫХ ПОМЕЩЕНИЙ  3.27.1. Число семей, состоявших на учете в качестве нуждающихся в жилых помещениях",177.203,169.325,161.081,156.08,161.951,145.7,136.955,130.718,129.486,127.79,124.5,120.892,113.419,114.065,116.112,118.7,104.4,89.9,83.294,
".27. ПРЕДОСТАВЛЕНИЕ ГРАЖДАНАМ ЖИЛЫХ ПОМЕЩЕНИЙ  3.27.2. Удельный вес семей, состоявших на учете в качестве нуждающихся в жилых помещениях, в общем числе семей",14.937502950359773,14.2734191129364,13.578482941862738,14.926258088084815,15.48771414417878,11.2,10.534708269617148,10.046729690262087,9.952040581046806,9.804658728210164,9.5,8.752450703572743,8.211413545549059,8.258183250364166,8.40638384751049,8.6,7.6,6.5,6.030395964194389,
"3.27. ПРЕДОСТАВЛЕНИЕ ГРАЖДАНАМ ЖИЛЫХ ПОМЕЩЕНИЙ  3.27.3. Число семей, получивших жилые помещения и улучшивших жилищные условия за год",11.303,11.177,9.692,11.176,11.469,5.4,6.429,8.41,9.08,7.851,21.2,10.47,11.24,6.703,4.594,8.6,6.8,8.0,5.812,
"3.27. ПРЕДОСТАВЛЕНИЕ ГРАЖДАНАМ ЖИЛЫХ ПОМЕЩЕНИЙ   3.27.4. Удельный вес семей, получивших жилые помещения, в числе семей, состоявших на учете в качестве нуждающихся в жилых помещениях",6.3,6.3,5.7,6.9,7.3,3.4,4.4,6.1,6.9,6.1,16.6,8.4,9.3,5.9,3.956524734738873,7.4,5.8,7.7,6.5,
3.28. УДЕЛЬНЫЙ ВЕС РАСХОДОВ ДОМАШНИХ ХОЗЯЙСТВ НА ОПЛАТУ ЖИЛИЩНО-КОММУНАЛЬНЫХ УСЛУГ 3.28.1. В процентах от общей суммы потребительских расходов,3.4,3.8,4.6,5.4,5.8,9,10,8.9,8.5,10.9,9.9,11,9.1,8.0,8.1,7.9,8.5,8.2,7.1,
3.28. УДЕЛЬНЫЙ ВЕС РАСХОДОВ ДОМАШНИХ ХОЗЯЙСТВ НА ОПЛАТУ ЖИЛИЩНО-КОММУНАЛЬНЫХ УСЛУГ 3.28.2.  В процентах от общей суммы расходов на оплату услуг,42.2,33.4,38.4,37.7,38.4,34.3,39.7,34.6,31.4,38.1,39.6,43.7,39.0,35.7,33.4,32.5,34.4,33.6,29.4,
"3.29. ПРЕДОСТАВЛЕНИЕ ГРАЖДАНАМ СУБСИДИЙ НА ОПЛАТУ ЖИЛОГО ПОМЕЩЕНИЯ  И КОММУНАЛЬНЫХ УСЛУГ 3.29.1. Число семей, получавших субсидии на оплату жилого помещения и коммунальных услуг",108.2,99.6,18.8,389.2,385.1,188.6,116.5,114.3,107.3,114.4,76.3,74.851,251.727,219.863,212.378,209.6,203.4,174.4,108.5,
3.29.  ПРЕДОСТАВЛЕНИЕ ГРАЖДАНАМ СУБСИДИЙ НА ОПЛАТУ ЖИЛОГО ПОМЕЩЕНИЯ  И КОММУНАЛЬНЫХ УСЛУГ 3.29.2. Общая сумма начисленных субсидий на оплату жилого помещения и коммунальных услуг,35,28.9,8.3,1326,1603.6,1288.6,924.4,871.6,815.2,895.3,723.3,670.5,995.2,2051.3,2595.7,1972.6,2063.2,2202.7,1637.3,
3.29. ПРЕДОСТАВЛЕНИЕ ГРАЖДАНАМ СУБСИДИЙ НА ОПЛАТУ ЖИЛОГО ПОМЕЩЕНИЯ  И КОММУНАЛЬНЫХ УСЛУГ 3.29.3. Среднемесячный размер субсидий на семью,26.96,17.54,36.8,283.9,347,569,476.4,525.98,409.96,476.56,390.0,502.0,309.0,563.0,797,629.0,673.0,760.0,687.0,
"3.30. ПРЕДОСТАВЛЕНИЕ ГРАЖДАНАМ СОЦИАЛЬНОЙ ПОДДЕРЖКИ (ЛЬГОТ) ПО ОПЛАТЕ ЖИЛОГО ПОМЕЩЕНИЯ И КОММУНАЛЬНЫХ УСЛУГ 3.30.1. Численность граждан, пользующихся социальной поддержкой по  оплате жилого помещения и коммунальных услуг",938,994,1036,951,1119,0.3,831,834.0,833.0,839.0,823.1,820.4,821.0,824.0,825,823.1,816.6,808.8,780.9,
"3.30. ПРЕДОСТАВЛЕНИЕ ГРАЖДАНАМ СОЦИАЛЬНОЙ ПОДДЕРЖКИ (ЛЬГОТ) ПО ОПЛАТЕ ЖИЛОГО ПОМЕЩЕНИЯ И КОММУНАЛЬНЫХ УСЛУГ 3.30.2. Объем средств, предусмотренных на предоставление гражданам социальной поддержки по оплате жилого помещения и коммунальных услуг",366.1,574.9,659.7,870.5,1143.1,0.9,1691.9,2002.1,2325.2,2813.2,3340.1,3663.4,3853.0,4374.9,4659.1,4762.1,4643.6,4707.6,4586.5,
3.30. ПРЕДОСТАВЛЕНИЕ ГРАЖДАНАМ СОЦИАЛЬНОЙ ПОДДЕРЖКИ (ЛЬГОТ) ПО ОПЛАТЕ ЖИЛОГО ПОМЕЩЕНИЯ И КОММУНАЛЬНЫХ УСЛУГ 3.30.3. Среднемесячный размер социальной поддержки на одного пользователя,33,48,53,76,85.11,250,169.68,200.06,232.64,279.53,338.0,372.1,391.0,442.37,470.58,482.0,474.0,485.0,489.44,
ДИНАМИКА ЦЕН НА ПОТРЕБИТЕЛЬСКОМ РЫНКЕ  21.1. ИНДЕКСЫ ПОТРЕБИТЕЛЬСКИХ ЦЕН (декабрь к декабрю предыдущего года; в процентах),124.2,117.4,116.4,112.4,112.7,108.8,107.4,111.6,111.8,107.5,108.2,105.9,106.4,106.3,109.7,110.7,103.9,102.2,103.7,
21.2. СТОИМОСТЬ ФИКСИРОВАННОГО НАБОРА ПОТРЕБИТЕЛЬСКИХ ТОВАРОВ И УСЛУГ  21.2.1. Стоимость фиксированного набора,2060.4,2399.5,2751.6,2985.8,3501.6,3939.9,4329.5,5105.1,5776.1,6504.8,7320.1,7797.3,8700.5,9522.9,10798.0,11939.1,12477.4,12894.6,13488.7,
21.2.  СТОИМОСТЬ ФИКСИРОВАННОГО НАБОРА ПОТРЕБИТЕЛЬСКИХ ТОВАРОВ И УСЛУГ  21.2.2. Стоимость фиксированного набора,91,88,86,83,86,84,83,84,83,84,84.0,85.0,88.0,89.0,90.0,89.0,88.0,87.0,87.0,
21.2.  СТОИМОСТЬ ФИКСИРОВАННОГО НАБОРА    ПОТРЕБИТЕЛЬСКИХ ТОВАРОВ И УСЛУГ 21.2.3. Изменение стоимости фиксированного набора,,116.5,114.7,108.5,117.3,112.5,109.9,117.9,113.1,112.6,112.5,106.5,111.6,109.5,109.4,108.7,104.6,103.0,103.9,
ДИНАМИКА ЦЕН НА ПОТРЕБИТЕЛЬСКОМ РЫНКЕ  21.3. ИНДЕКСЫ ПОТРЕБИТЕЛЬСКИХ ЦЕН НА ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ (декабрь к декабрю предыдущего года; в процентах),121.7,117.5,114.7,107.7,114.1,107.4,106.5,115.4,115.7,104.4,112.0,104.0,105.9,107.9,114.2,112.0,103.3,101.3,103.3,
ДИНАМИКА ЦЕН НА ПОТРЕБИТЕЛЬСКОМ РЫНКЕ  21.4. ИНДЕКСЫ ПОТРЕБИТЕЛЬСКИХ ЦЕН НА НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ (декабрь к декабрю предыдущего года; в процентах),126.2,111.5,112.5,108.7,105.8,102.8,105.1,105.3,105.8,109.1,104.3,106.6,104.4,104.5,105.9,111.3,104.1,102.3,104.2,
ДИНАМИКА ЦЕН НА ПОТРЕБИТЕЛЬСКОМ РЫНКЕ  21.5. ИНДЕКСЫ ПОТРЕБИТЕЛЬСКИХ ЦЕН (ТАРИФОВ) НА УСЛУГИ (декабрь к декабрю предыдущего года; в процентах),133.2,130.6,132,138.2,127,128.4,113.2,114.8,115.5,109.5,108,108.3,109.9,106.7,108.9,108.2,104.7,103.2,103.6,
УРОВЕНЬ И ДИНАМИКА ЦЕН НА РЫНКЕ ЖИЛЬЯ 21.6. ИНДЕКСЫ ЦЕН НА ПЕРВИЧНОМ РЫНКЕ ЖИЛЬЯ (на конец года; в процентах к концу предыдущего года),114.77,122.1,112.14,111.81,124.14,122.4,177.79,124.74,103.36,92.09,105.4,108.9,112.5,106.4,107.3,105.9,102.7,96.9,106.91,
УРОВЕНЬ И ДИНАМИКА ЦЕН НА РЫНКЕ ЖИЛЬЯ 21.7. ИНДЕКСЫ ЦЕН НА ВТОРИЧНОМ РЫНКЕ ЖИЛЬЯ (на конец года; в процентах к концу предыдущего года),120.1,135.02,117.23,112.75,126.56,121.5,175.23,117.91,103.46,88.35,101.7,108.8,119.4,103.5,104,97.9,101.4,101.7,105.52,
УРОВЕНЬ И ДИНАМИКА ЦЕН НА РЫНКЕ ЖИЛЬЯ 21.8. СРЕДНИЕ ЦЕНЫ НА ПЕРВИЧНОМ РЫНКЕ ЖИЛЬЯ (на конец года; рублей за квадратный метр общей площади),6473,7984,9173,10651,12740,15319,27889.77,32764.56,34628.28,30891.91,34315,35750,45442,45223,49478,54874,52816,55906,59833.82,
УРОВЕНЬ И ДИНАМИКА ЦЕН НА РЫНКЕ ЖИЛЬЯ 21.9. СРЕДНИЕ ЦЕНЫ НА ВТОРИЧНОМ РЫНКЕ ЖИЛЬЯ (на конец года; рублей за квадратный метр общей площади),6221,8389,10196,11930,14754,17855,31667,35134,38076,33169,38203,38387,46437,55829,56457,56868,59748,55641,62031,
"21.10. ИНДЕКСЫ ЦЕН ПРОИЗВОДИТЕЛЕЙ ПРОМЫШЛЕННЫХ ТОВАРОВ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ   21.10.1. Индексы цен производителей промышленных товаров в соответствии с ОКВЭД - всего, в 2000-2016 гг.",134.7,89.3,120.5,109.9,132.1,122.1,103.0,150.1,73.8,128.5,111.89,116.54,102.64,103.96,104.02,112.96,104.41,,,
